artists,duration_ms_x,explicit,id_x,name,popularity,search_query,acousticness,analysis_url,danceability,duration_ms_y,energy,id_y,instrumentalness,key_x,liveness,loudness_x,mode_x,speechiness,tempo_x,time_signature_x,track_href,type,uri,valence,analysis_channels,analysis_sample_rate,duration,end_of_fade_in,id,key_y,key_confidence,loudness_y,mode_y,mode_confidence,num_samples,offset_seconds,sample_md5,start_of_fade_out,tempo_y,tempo_confidence,time_signature_y,time_signature_confidence,window_seconds
Lee Brice,198973,False,7A8OfzqXBHYGk61FZTHoeo,Boy,67,lee brice boy,0.644,https://api.spotify.com/v1/audio-analysis/7A8OfzqXBHYGk61FZTHoeo,0.498,198973,0.408,7A8OfzqXBHYGk61FZTHoeo,0.0,6,0.0993,-7.946,1,0.0331,78.942,4,https://api.spotify.com/v1/tracks/7A8OfzqXBHYGk61FZTHoeo,audio_features,spotify:track:7A8OfzqXBHYGk61FZTHoeo,0.383,1,22050,198.97333,0.18381,7A8OfzqXBHYGk61FZTHoeo,6,0.693,-7.946,1,0.647,4387362,0,,187.95973,78.942,0.053,4,0.717,0
Liam Payne,188346,False,1OG4nxGMy72EklX2DwcN3Z,Bedroom Floor,69,liam payne bedroom floor,0.322,https://api.spotify.com/v1/audio-analysis/1OG4nxGMy72EklX2DwcN3Z,0.597,188346,0.68,1OG4nxGMy72EklX2DwcN3Z,0.000143,1,0.111,-7.104,1,0.0769,119.946,4,https://api.spotify.com/v1/tracks/1OG4nxGMy72EklX2DwcN3Z,audio_features,spotify:track:1OG4nxGMy72EklX2DwcN3Z,0.195,1,22050,188.34617,0.3537,1OG4nxGMy72EklX2DwcN3Z,1,0.448,-7.104,1,0.595,4153033,0,,182.85134,119.946,0.79,4,0.957,0
"Liam Payne, Rita Ora",244600,False,1YQPmgqj0dhqOcrkfuHHKj,For You (Fifty Shades Freed),74,liam payne for you (fifty shades freed),0.0159,https://api.spotify.com/v1/audio-analysis/1YQPmgqj0dhqOcrkfuHHKj,0.536,244600,0.791,1YQPmgqj0dhqOcrkfuHHKj,0.0,2,0.235,-4.655,0,0.0343,113.068,4,https://api.spotify.com/v1/tracks/1YQPmgqj0dhqOcrkfuHHKj,audio_features,spotify:track:1YQPmgqj0dhqOcrkfuHHKj,0.187,1,22050,244.6,0.16848,1YQPmgqj0dhqOcrkfuHHKj,2,0.687,-4.655,0,0.61,5393430,0,,235.06721,113.068,0.708,4,1.0,0
"Liam Payne, Quavo",204502,False,4Ro98RCK90oHqqSZUnTFq5,Strip That Down,81,liam payne strip that down,0.22,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.874,204502,0.497,4Ro98RCK90oHqqSZUnTFq5,0.0,6,0.0761,-5.484,1,0.0562,106.023,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.542,1,22050,204.50236,0.34236,4Ro98RCK90oHqqSZUnTFq5,6,0.421,-5.484,1,0.47,4509277,0,,199.25624,106.023,0.504,4,1.0,0
"Lil Baby, Gunna, Lil Uzi Vert",247054,True,2bSk87AVkCIIC3Bcligq1z,Life Goes On,76,lil baby life goes on,0.0021,https://api.spotify.com/v1/audio-analysis/2bSk87AVkCIIC3Bcligq1z,0.716,247055,0.541,2bSk87AVkCIIC3Bcligq1z,0.0,1,0.115,-7.909,1,0.149,139.978,4,https://api.spotify.com/v1/tracks/2bSk87AVkCIIC3Bcligq1z,audio_features,spotify:track:2bSk87AVkCIIC3Bcligq1z,0.387,1,22050,247.05483,0.0,2bSk87AVkCIIC3Bcligq1z,1,0.484,-7.909,1,0.457,5447559,0,,238.83465,139.978,0.646,4,1.0,0
"Quality Control, Lil Baby, Kodak Black, Quavo, Moneybagg Yo",317701,True,49K3jbwZmZKaDGTfjpIVg0,My Dawg,67,lil baby my dawg,0.0253,https://api.spotify.com/v1/audio-analysis/49K3jbwZmZKaDGTfjpIVg0,0.911,317701,0.643,49K3jbwZmZKaDGTfjpIVg0,0.0,1,0.103,-7.408,1,0.117,133.029,4,https://api.spotify.com/v1/tracks/49K3jbwZmZKaDGTfjpIVg0,audio_features,spotify:track:49K3jbwZmZKaDGTfjpIVg0,0.605,1,22050,317.70122,0.08789,49K3jbwZmZKaDGTfjpIVg0,1,0.128,-7.408,1,0.358,7005312,0,,310.33469,133.029,0.871,4,0.997,0
Lil Baby,173437,True,5lf3ajySox32qFvGEf2TFM,Southside,66,lil baby southside,0.00271,https://api.spotify.com/v1/audio-analysis/5lf3ajySox32qFvGEf2TFM,0.811,173437,0.646,5lf3ajySox32qFvGEf2TFM,0.0,8,0.191,-4.902,0,0.257,77.555,4,https://api.spotify.com/v1/tracks/5lf3ajySox32qFvGEf2TFM,audio_features,spotify:track:5lf3ajySox32qFvGEf2TFM,0.386,1,22050,173.43728,0.11837,5lf3ajySox32qFvGEf2TFM,8,0.329,-4.902,0,0.365,3824292,0,,167.53197,77.555,0.094,4,0.972,0
"Lil Baby, Drake",142273,True,6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,84,lil baby yes indeed,0.035,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,0.964,142273,0.346,6vN77lE9LK6HP2DewaN6HZ,0.0,5,0.108,-9.309,0,0.53,119.958,4,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,audio_features,spotify:track:6vN77lE9LK6HP2DewaN6HZ,0.562,1,22050,142.27311,0.15692,6vN77lE9LK6HP2DewaN6HZ,5,0.313,-9.309,0,0.448,3137122,0,,131.40753,119.958,0.464,4,1.0,0
"Lil Dicky, Chris Brown",216631,True,10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),81,lil dicky freaky friday,0.147,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,0.755,216632,0.599,10Igtw8bSDyyFs7KIsKngZ,0.0,8,0.109,-5.042,1,0.224,133.123,4,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,audio_features,spotify:track:10Igtw8bSDyyFs7KIsKngZ,0.755,1,22050,216.63156,0.24381,10Igtw8bSDyyFs7KIsKngZ,8,0.0,-5.042,1,0.33,4776726,0,,209.83293,133.123,0.206,4,0.83,0
"Lil Peep, Lil Tracy",214426,True,7Hr2XoaGpIMKbNXCZDZ3le,Awful Things,76,lil peep awful things,0.0157,https://api.spotify.com/v1/audio-analysis/7Hr2XoaGpIMKbNXCZDZ3le,0.368,214427,0.796,7Hr2XoaGpIMKbNXCZDZ3le,0.0,1,0.0694,-4.923,0,0.0823,170.033,4,https://api.spotify.com/v1/tracks/7Hr2XoaGpIMKbNXCZDZ3le,audio_features,spotify:track:7Hr2XoaGpIMKbNXCZDZ3le,0.181,1,22050,214.42667,0.22617,7Hr2XoaGpIMKbNXCZDZ3le,1,0.512,-4.923,0,0.451,4728108,0,,202.81469,170.033,0.141,4,0.982,0
Lil Pump,181714,True,44KKhCyI0BGS6LvVyDqJtH,Esskeetit,75,lil pump esskeetit,0.022,https://api.spotify.com/v1/audio-analysis/44KKhCyI0BGS6LvVyDqJtH,0.932,181714,0.506,44KKhCyI0BGS6LvVyDqJtH,0.0,11,0.0933,-7.755,1,0.161,139.974,4,https://api.spotify.com/v1/tracks/44KKhCyI0BGS6LvVyDqJtH,audio_features,spotify:track:44KKhCyI0BGS6LvVyDqJtH,0.696,1,22050,181.71429,0.0,44KKhCyI0BGS6LvVyDqJtH,11,0.117,-7.648,1,0.526,4006800,0,,177.18567,139.93,0.458,4,1.0,0
Lil Pump,124055,True,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,78,lil pump gucci gang,0.239,https://api.spotify.com/v1/audio-analysis/43ZyHQITOjhciSUUNPVRHc,0.936,124056,0.523,43ZyHQITOjhciSUUNPVRHc,0.0,5,0.117,-6.71,1,0.0597,119.889,4,https://api.spotify.com/v1/tracks/43ZyHQITOjhciSUUNPVRHc,audio_features,spotify:track:43ZyHQITOjhciSUUNPVRHc,0.699,1,22050,124.05551,0.0,43ZyHQITOjhciSUUNPVRHc,5,0.0,-6.71,1,0.185,2735424,0,,119.80336,119.889,0.571,4,1.0,0
"Lil Skies, Yung Pinch",211200,True,5Cg98kiDYtCEHmjcKD0CJD,I Know You (feat. Yung Pinch),71,lil skies i know you,0.194,https://api.spotify.com/v1/audio-analysis/5Cg98kiDYtCEHmjcKD0CJD,0.773,211200,0.602,5Cg98kiDYtCEHmjcKD0CJD,0.000443,10,0.141,-6.384,1,0.108,74.896,4,https://api.spotify.com/v1/tracks/5Cg98kiDYtCEHmjcKD0CJD,audio_features,spotify:track:5Cg98kiDYtCEHmjcKD0CJD,0.442,1,22050,211.2,0.0,5Cg98kiDYtCEHmjcKD0CJD,10,0.062,-6.384,1,0.161,4656960,0,,197.39283,74.896,0.289,4,1.0,0
Lil Skies,156000,True,7oJrVhiTPZGBXWPwhxjy9S,Lust,82,lil skies lust,0.138,https://api.spotify.com/v1/audio-analysis/7oJrVhiTPZGBXWPwhxjy9S,0.718,156000,0.767,7oJrVhiTPZGBXWPwhxjy9S,0.0,9,0.114,-5.641,1,0.166,160.084,4,https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S,audio_features,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,0.519,1,22050,156.0,0.0,7oJrVhiTPZGBXWPwhxjy9S,9,0.609,-5.641,1,0.458,3439800,0,,150.12862,160.084,0.81,4,0.959,0
"Lil Skies, Landon Cube",203907,True,689uBlyIufk2LUhAwjny4w,Nowadays (feat. Landon Cube),77,lil skies nowadays,0.157,https://api.spotify.com/v1/audio-analysis/689uBlyIufk2LUhAwjny4w,0.745,203908,0.646,689uBlyIufk2LUhAwjny4w,0.0,6,0.338,-6.987,0,0.17,79.993,4,https://api.spotify.com/v1/tracks/689uBlyIufk2LUhAwjny4w,audio_features,spotify:track:689uBlyIufk2LUhAwjny4w,0.46,1,22050,203.90771,0.07075,689uBlyIufk2LUhAwjny4w,6,0.421,-6.987,0,0.497,4496165,0,,196.23184,79.993,0.378,4,0.996,0
"Lil Skies, Landon Cube",262544,True,3ZhTT6yjZwpPph5MIJ53XY,Red Roses (feat. Landon Cube),79,lil skies red roses,0.547,https://api.spotify.com/v1/audio-analysis/3ZhTT6yjZwpPph5MIJ53XY,0.691,262544,0.683,3ZhTT6yjZwpPph5MIJ53XY,0.0,0,0.221,-7.335,1,0.0954,140.002,4,https://api.spotify.com/v1/tracks/3ZhTT6yjZwpPph5MIJ53XY,audio_features,spotify:track:3ZhTT6yjZwpPph5MIJ53XY,0.456,1,22050,262.5444,0.16807,3ZhTT6yjZwpPph5MIJ53XY,0,0.694,-7.335,1,0.699,5789104,0,,256.53406,140.002,0.772,4,0.993,0
Lil Uzi Vert,247347,True,1QgTBfRN5m81a5K01qens6,444+222,67,lil uzi vert 444+222,0.0235,https://api.spotify.com/v1/audio-analysis/1QgTBfRN5m81a5K01qens6,0.791,247347,0.513,1QgTBfRN5m81a5K01qens6,2.83e-05,10,0.101,-6.568,0,0.269,76.997,4,https://api.spotify.com/v1/tracks/1QgTBfRN5m81a5K01qens6,audio_features,spotify:track:1QgTBfRN5m81a5K01qens6,0.481,1,22050,247.34721,0.0,1QgTBfRN5m81a5K01qens6,10,0.571,-6.568,0,0.623,5454006,0,,242.25379,76.997,0.039,4,0.846,0
Lil Uzi Vert,173419,True,2ZdCrBA52bb4pIG3tOOZiQ,Dark Queen,76,lil uzi vert dark queen,0.222,https://api.spotify.com/v1/audio-analysis/2ZdCrBA52bb4pIG3tOOZiQ,0.747,173419,0.606,2ZdCrBA52bb4pIG3tOOZiQ,0.0,4,0.281,-5.286,1,0.172,155.055,4,https://api.spotify.com/v1/tracks/2ZdCrBA52bb4pIG3tOOZiQ,audio_features,spotify:track:2ZdCrBA52bb4pIG3tOOZiQ,0.2,1,22050,173.41937,0.0,2ZdCrBA52bb4pIG3tOOZiQ,4,0.0,-5.286,1,0.03,3823897,0,,173.41937,155.055,0.054,4,1.0,0
Lil Uzi Vert,177048,True,3tcoEYOZUHKB3RKNByIN13,For Real,63,lil uzi vert for real,0.159,https://api.spotify.com/v1/audio-analysis/3tcoEYOZUHKB3RKNByIN13,0.902,177048,0.673,3tcoEYOZUHKB3RKNByIN13,0.0,4,0.289,-7.481,1,0.458,132.066,4,https://api.spotify.com/v1/tracks/3tcoEYOZUHKB3RKNByIN13,audio_features,spotify:track:3tcoEYOZUHKB3RKNByIN13,0.615,1,22050,177.04848,0.0,3tcoEYOZUHKB3RKNByIN13,4,0.34,-7.481,1,0.414,3903919,0,,161.93016,132.066,0.59,4,1.0,0
"Lil Uzi Vert, Pharrell Williams",258789,True,1MJErNPIQUoEMu4YUUmecm,Neon Guts (feat. Pharrell Williams),66,lil uzi vert neon guts,0.0541,https://api.spotify.com/v1/audio-analysis/1MJErNPIQUoEMu4YUUmecm,0.859,258789,0.563,1MJErNPIQUoEMu4YUUmecm,0.0,1,0.0685,-6.635,0,0.112,119.934,4,https://api.spotify.com/v1/tracks/1MJErNPIQUoEMu4YUUmecm,audio_features,spotify:track:1MJErNPIQUoEMu4YUUmecm,0.412,1,22050,258.78916,0.0,1MJErNPIQUoEMu4YUUmecm,1,0.324,-6.635,0,0.386,5706301,0,,244.57578,119.934,0.432,4,0.971,0
Lil Uzi Vert,189229,True,0QV16pno66L6K3fn4W13b7,No Sleep Leak,62,lil uzi vert no sleep leak,0.0112,https://api.spotify.com/v1/audio-analysis/0QV16pno66L6K3fn4W13b7,0.788,189230,0.689,0QV16pno66L6K3fn4W13b7,0.0,8,0.22,-7.211,1,0.13,136.045,4,https://api.spotify.com/v1/tracks/0QV16pno66L6K3fn4W13b7,audio_features,spotify:track:0QV16pno66L6K3fn4W13b7,0.681,1,22050,189.22989,0.0,0QV16pno66L6K3fn4W13b7,8,0.353,-7.211,1,0.431,4172519,0,,182.35211,136.045,0.779,4,1.0,0
Lil Uzi Vert,207038,True,1uL78kFWxhz3umTMWJu8n5,Sauce It Up,74,lil uzi vert sauce it up,0.0715,https://api.spotify.com/v1/audio-analysis/1uL78kFWxhz3umTMWJu8n5,0.813,207039,0.528,1uL78kFWxhz3umTMWJu8n5,0.0,6,0.125,-6.305,0,0.313,79.532,4,https://api.spotify.com/v1/tracks/1uL78kFWxhz3umTMWJu8n5,audio_features,spotify:track:1uL78kFWxhz3umTMWJu8n5,0.131,1,22050,207.0385,0.0,1uL78kFWxhz3umTMWJu8n5,6,0.351,-6.305,0,0.447,4565199,0,,204.08018,79.532,0.223,4,1.0,0
"Lil Uzi Vert, Oh Wonder",221746,True,2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),80,lil uzi vert the way life goes,0.617,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,0.703,221747,0.757,2eAZfqOm4EnOF9VvN50Tyc,0.0,1,0.106,-3.612,1,0.05,82.008,4,https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc,audio_features,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,0.696,1,22050,221.74698,0.0,2eAZfqOm4EnOF9VvN50Tyc,1,0.337,-3.612,1,0.546,4889521,0,,209.90839,82.008,0.466,4,1.0,0
Lil Uzi Vert,182706,True,7GX5flRQZVHRAGd6B4TmDO,XO TOUR Llif3,86,lil uzi vert two,0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,7GX5flRQZVHRAGd6B4TmDO,0.0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401,1,22050,182.70676,0.0,7GX5flRQZVHRAGd6B4TmDO,11,0.632,-6.366,0,0.587,4028684,0,,175.67057,155.096,0.686,4,1.0,0
"Lil Uzi Vert, The Weeknd",190355,True,5O8x1YlmLQopQHErxtDfi9,UnFazed (feat. The Weeknd),65,lil uzi vert unfazed,0.0459,https://api.spotify.com/v1/audio-analysis/5O8x1YlmLQopQHErxtDfi9,0.778,190355,0.707,5O8x1YlmLQopQHErxtDfi9,0.0,4,0.111,-3.606,0,0.0746,126.684,4,https://api.spotify.com/v1/tracks/5O8x1YlmLQopQHErxtDfi9,audio_features,spotify:track:5O8x1YlmLQopQHErxtDfi9,0.458,1,22050,190.35515,0.0,5O8x1YlmLQopQHErxtDfi9,4,0.699,-3.606,0,0.45,4197331,0,,180.58739,126.684,0.826,4,1.0,0
Lil Uzi Vert,173797,True,5tRmoZRoupvMYPV1oezFrH,X,65,lil uzi vert x,0.0043,https://api.spotify.com/v1/audio-analysis/5tRmoZRoupvMYPV1oezFrH,0.623,173798,0.58,5tRmoZRoupvMYPV1oezFrH,0.0,8,0.394,-7.076,1,0.332,163.159,4,https://api.spotify.com/v1/tracks/5tRmoZRoupvMYPV1oezFrH,audio_features,spotify:track:5tRmoZRoupvMYPV1oezFrH,0.301,1,22050,173.79764,0.0,5tRmoZRoupvMYPV1oezFrH,8,0.46,-7.076,1,0.514,3832238,0,,170.27193,163.159,0.258,4,1.0,0
Lil Uzi Vert,182706,True,7GX5flRQZVHRAGd6B4TmDO,XO TOUR Llif3,86,lil uzi vert xo tour llif3,0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,7GX5flRQZVHRAGd6B4TmDO,0.0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401,1,22050,182.70676,0.0,7GX5flRQZVHRAGd6B4TmDO,11,0.632,-6.366,0,0.587,4028684,0,,175.67057,155.096,0.686,4,1.0,0
Lil Xan,187453,True,6NWl2m8asvH83xjuXVNsuG,Betrayed,74,lil xan betrayed,0.416,https://api.spotify.com/v1/audio-analysis/6NWl2m8asvH83xjuXVNsuG,0.823,187453,0.419,6NWl2m8asvH83xjuXVNsuG,0.0,10,0.105,-10.358,0,0.165,119.958,4,https://api.spotify.com/v1/tracks/6NWl2m8asvH83xjuXVNsuG,audio_features,spotify:track:6NWl2m8asvH83xjuXVNsuG,0.277,1,22050,187.45333,0.19723,6NWl2m8asvH83xjuXVNsuG,10,0.552,-10.358,0,0.581,4133346,0,,173.83039,119.958,0.188,4,1.0,0
"Lil Yachty, Trippie Redd",153474,True,6tarvNiKnEjYMj1VZhlDqR,66,72,lil yachty 66,0.0455,https://api.spotify.com/v1/audio-analysis/6tarvNiKnEjYMj1VZhlDqR,0.667,153475,0.723,6tarvNiKnEjYMj1VZhlDqR,0.000179,5,0.213,-4.31,0,0.27,148.057,4,https://api.spotify.com/v1/tracks/6tarvNiKnEjYMj1VZhlDqR,audio_features,spotify:track:6tarvNiKnEjYMj1VZhlDqR,0.251,1,22050,153.47497,0.06381,6tarvNiKnEjYMj1VZhlDqR,5,0.602,-4.31,0,0.566,3384123,0,,147.99819,148.057,0.219,4,1.0,0
"Lil Yachty, Ugly God",229525,True,2PsZsnqSMXt4oKi0xHVvgF,BOOM!,60,lil yachty boom!,0.191,https://api.spotify.com/v1/audio-analysis/2PsZsnqSMXt4oKi0xHVvgF,0.844,229525,0.699,2PsZsnqSMXt4oKi0xHVvgF,0.0,1,0.194,-5.794,1,0.335,132.955,4,https://api.spotify.com/v1/tracks/2PsZsnqSMXt4oKi0xHVvgF,audio_features,spotify:track:2PsZsnqSMXt4oKi0xHVvgF,0.753,1,22050,229.52503,0.16336,2PsZsnqSMXt4oKi0xHVvgF,1,0.527,-5.794,1,0.492,5061027,0,,221.58222,132.955,0.89,4,1.0,0
"Lil Yachty, YoungBoy Never Broke Again",139845,True,6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,70,lil yachty nbayoungboat,0.0515,https://api.spotify.com/v1/audio-analysis/6K2anECyrckidwf5wxS78Q,0.769,139845,0.807,6K2anECyrckidwf5wxS78Q,0.0,11,0.111,-2.966,1,0.306,82.422,4,https://api.spotify.com/v1/tracks/6K2anECyrckidwf5wxS78Q,audio_features,spotify:track:6K2anECyrckidwf5wxS78Q,0.364,1,22050,139.84544,0.0,6K2anECyrckidwf5wxS78Q,11,0.259,-2.966,1,0.356,3083592,0,,131.64553,82.422,0.213,4,1.0,0
"Lil Yachty, Migos",247612,True,1iTWoKAdilGEmit6xhQZje,Peek A Boo,58,lil yachty peek a boo,0.06,https://api.spotify.com/v1/audio-analysis/1iTWoKAdilGEmit6xhQZje,0.957,247613,0.593,1iTWoKAdilGEmit6xhQZje,0.0,1,0.0908,-6.982,1,0.301,127.027,4,https://api.spotify.com/v1/tracks/1iTWoKAdilGEmit6xhQZje,audio_features,spotify:track:1iTWoKAdilGEmit6xhQZje,0.284,1,22050,247.61256,0.2151,1iTWoKAdilGEmit6xhQZje,1,0.479,-6.982,1,0.434,5459857,0,,241.41206,127.027,0.897,4,1.0,0
"Lin-Manuel Miranda, Alex Lacamoire, Ana Villafañe, Anthony Ramos, Camila Cabello, Dessa, Ednita Nazario, Fat Joe, Gilberto Santa Rosa, Gina Rodriguez, Gloria Estefan, Jennifer Lopez, Joell Ortiz, John Leguizamo, Juan Luis Guerra 4.40, Luis Fonsi, Marc Anthony, Pj Sin Suela, Pedro Capó, Rita Moreno, Rubén Blades, Tommy Torres",200457,False,3dskm5fAe8OkBtM9E0VVWx,Almost Like Praying (feat. Artists for Puerto Rico),52,lin-manuel miranda almost like praying,0.0198,https://api.spotify.com/v1/audio-analysis/3dskm5fAe8OkBtM9E0VVWx,0.471,200457,0.791,3dskm5fAe8OkBtM9E0VVWx,0.0,5,0.232,-3.373,0,0.238,188.36,4,https://api.spotify.com/v1/tracks/3dskm5fAe8OkBtM9E0VVWx,audio_features,spotify:track:3dskm5fAe8OkBtM9E0VVWx,0.507,1,22050,200.45728,0.28385,3dskm5fAe8OkBtM9E0VVWx,5,0.128,-3.373,0,0.455,4420083,0,,192.27864,188.36,0.113,4,1.0,0
"Ben Platt, Lin-Manuel Miranda",179242,False,0ileL1L3Vtpf5VZ5RQZ94m,Found/Tonight,63,lin-manuel miranda found / tonight,0.801,https://api.spotify.com/v1/audio-analysis/0ileL1L3Vtpf5VZ5RQZ94m,0.349,179242,0.307,0ileL1L3Vtpf5VZ5RQZ94m,0.0,10,0.0968,-7.197,1,0.0402,80.964,4,https://api.spotify.com/v1/tracks/0ileL1L3Vtpf5VZ5RQZ94m,audio_features,spotify:track:0ileL1L3Vtpf5VZ5RQZ94m,0.447,1,22050,179.24231,0.20313,0ileL1L3Vtpf5VZ5RQZ94m,10,0.797,-7.197,1,0.71,3952293,0,,170.52154,80.964,0.088,4,0.891,0
"Linkin Park, Kiiara",169800,True,104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),71,linkin park heavy,0.0484,https://api.spotify.com/v1/audio-analysis/104buTcnP2AsxqB7U1FIZ4,0.59,169801,0.671,104buTcnP2AsxqB7U1FIZ4,0.0,9,0.0604,-6.098,1,0.0706,149.982,4,https://api.spotify.com/v1/tracks/104buTcnP2AsxqB7U1FIZ4,audio_features,spotify:track:104buTcnP2AsxqB7U1FIZ4,0.438,1,22050,169.80091,2.51356,104buTcnP2AsxqB7U1FIZ4,9,0.114,-6.098,1,0.306,3744110,0,,160.50213,149.982,0.25,4,0.891,0
Linkin Park,216933,False,60a0Rd6pjrkxjPbaKzXjfq,In The End,84,linkin park in the end,0.0103,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.542,216933,0.853,60a0Rd6pjrkxjPbaKzXjfq,0.0,3,0.108,-6.407,0,0.0498,105.256,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.37,1,22050,216.93333,0.0,60a0Rd6pjrkxjPbaKzXjfq,3,0.506,-6.407,0,0.348,4783380,0,,199.78449,105.256,0.782,4,0.994,0
Linkin Park,185586,False,2nLtzopw4rPReszdYBJU6h,Numb,82,linkin park numb,0.0046,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,0.496,185587,0.863,2nLtzopw4rPReszdYBJU6h,0.0,9,0.639,-4.153,1,0.0381,110.018,4,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,audio_features,spotify:track:2nLtzopw4rPReszdYBJU6h,0.243,1,22050,185.58667,4.35955,2nLtzopw4rPReszdYBJU6h,9,0.221,-4.153,1,0.418,4092186,0,,182.58431,110.018,0.536,4,0.789,0
Little Big Town,260933,False,0jMikeoKkkSOby4ofddqYs,Better Man,62,little big town better man,0.108,https://api.spotify.com/v1/audio-analysis/0jMikeoKkkSOby4ofddqYs,0.521,260933,0.77,0jMikeoKkkSOby4ofddqYs,1.58e-05,5,0.231,-4.266,1,0.0374,143.948,4,https://api.spotify.com/v1/tracks/0jMikeoKkkSOby4ofddqYs,audio_features,spotify:track:0jMikeoKkkSOby4ofddqYs,0.468,1,22050,260.93333,0.2902,0jMikeoKkkSOby4ofddqYs,5,0.792,-4.266,1,0.657,5753580,0,,254.601,143.948,0.769,4,0.942,0
"Logic, Alessia Cara, Khalid",250173,True,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,83,logic 1-800-273-8255,0.57,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,0.62,250173,0.574,5tz69p7tJuGPeMGwNTxYuV,0.0,5,0.19,-7.788,0,0.0479,100.021,4,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,audio_features,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.352,1,22050,250.17333,2.01433,5tz69p7tJuGPeMGwNTxYuV,5,0.57,-7.788,0,0.641,5516322,0,,246.921,100.021,0.298,4,1.0,0
Logic,188600,True,3e7Y6sfFlIdBMJhX7wpqVO,44 More,77,logic 44 more,0.0635,https://api.spotify.com/v1/audio-analysis/3e7Y6sfFlIdBMJhX7wpqVO,0.829,188600,0.589,3e7Y6sfFlIdBMJhX7wpqVO,0.0,1,0.113,-7.055,1,0.202,139.971,4,https://api.spotify.com/v1/tracks/3e7Y6sfFlIdBMJhX7wpqVO,audio_features,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,0.233,1,22050,188.6,0.0,3e7Y6sfFlIdBMJhX7wpqVO,1,0.411,-7.055,1,0.486,4158630,0,,174.29478,139.971,0.698,4,1.0,0
"Logic, Damian Lemar Hudson",331266,True,7BKUWh5sdtdS17crohRe4L,Black SpiderMan,67,logic black spiderman,0.111,https://api.spotify.com/v1/audio-analysis/7BKUWh5sdtdS17crohRe4L,0.622,331267,0.867,7BKUWh5sdtdS17crohRe4L,0.000104,1,0.346,-5.298,1,0.0893,140.011,4,https://api.spotify.com/v1/tracks/7BKUWh5sdtdS17crohRe4L,audio_features,spotify:track:7BKUWh5sdtdS17crohRe4L,0.339,1,22050,331.26667,0.0,7BKUWh5sdtdS17crohRe4L,1,0.317,-5.298,1,0.539,7304430,0,,328.55655,140.011,0.522,4,0.926,0
