artists,duration_ms,explicit,id,name,release_date,search_query
Kendrick Lamar,248826.0,True,5p3NP9mQblDsVJLdfNZJ3I,GOD.,2017-04-14,kendrick lamar god.
Kendrick Lamar,177000.0,True,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,2017-04-14,kendrick lamar humble.
"Kendrick Lamar, Zacari",213400.0,True,6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,2017-04-14,kendrick lamar love.
"Kendrick Lamar, Rihanna",227360.0,True,6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,2017-04-14,kendrick lamar loyalty.
Kendrick Lamar,307880.0,True,06FCvd7rrRcF3DdvWH5Isp,LUST.,2017-04-14,kendrick lamar lust.
Kendrick Lamar,275253.0,True,6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,2017-04-14,kendrick lamar pride.
Karaoke Pro,289869.0,False,3VZf7aAduaJnQjqTIinfCv,The Heart Part 4 (Originally Performed by Kendrick Lamar) - Instrumental Version,2017-04-12,kendrick lamar the heart part 4
"Kendrick Lamar, U2",254200.0,True,4iYRa2btalAzPZoSYfROqF,XXX. FEAT. U2.,2017-04-14,kendrick lamar xxx.
Kendrick Lamar,160293.0,True,4BHSjbYylfOH5WAGusDyni,YAH.,2017-04-14,kendrick lamar yah.
Kenny Chesney,212893.0,False,66pxmg3Jhjm09tHoWR1wVR,All the Pretty Girls,2017-04-28,kenny chesney all the pretty girls
Kenny Chesney,207306.0,False,2flWhcGYxQHhb1EeeU2dOL,Bar at the End of the World,2017-04-28,kenny chesney bar at the end of the world
Kenny Chesney,199625.0,False,6n6OQfBpCgzF9oEg8zhBN7,Get Along,2018-07-27,kenny chesney get along
Kesha,217546.0,False,1g1TeDflB6atAy7HKwrzXu,Learn To Let Go,2017-08-11,kesha learn to let go
Kesha,230266.0,False,0jdny0dhgjUwoIp5GkqEaA,Praying,2017-08-11,kesha praying
"Kesha, The Dap-Kings Horns",196360.0,True,1kJtfldK9F7XmsSiSNlbth,Woman,2017-08-11,kesha woman
Kevin Gates,205861.0,True,59XHPyb0MTMElZpkG0Wp69,Change Lanes,2018-05-16,kevin gates change lanes
Kevin Gates,195455.0,True,090R9OdFMbQQksvwuXmNEY,Let It Sing,2018-05-16,kevin gates let it sing
Khalid,219080.0,False,152lZdxL1OR0ZMW6KquMif,Location,2017-04-27,khalid location
"Khalid, Normani",201707.0,False,45Egmo7icyopuzJN0oMEdk,Love Lies (with Normani),2018-02-14,khalid love lies
"Khalid, Swae Lee",238893.0,True,5jyyPsIGM2yqkZN9R3TmvN,The Ways (with Swae Lee),2018-02-09,khalid the ways
Khalid,202546.0,False,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,2017-04-27,khalid young dumb & broke
"Khalid, 6LACK, Ty Dolla $ign",263013.0,True,6Hgh47WXVKtXN5zGOu0hjI,OTW,2018-04-20,"khalid, ty dolla $ign otw"
Kip Moore,154706.0,False,73WWkaWkIRSP3MYGZ14aY4,More Girls Like You,2017-09-08,kip moore more girls like you
"Kodak Black, Lil Wayne",264531.0,True,4DTpngLjoHj5gFxEZFeD3J,Codeine Dreaming (feat. Lil Wayne),2017-11-24,kodak black codeine dreaming
"Kodak Black, Future",219753.0,True,16dXg2YuFOxwDC3cTf5jde,Conscience (feat. Future),2017-03-31,kodak black conscience
Kodak Black,186592.0,True,78AucGxdmVa4Bx6HwDPOS4,Everything 1k,2016-06-10,kodak black everything 1k
Kodak Black,180000.0,True,7AAnFzBtOlgoYceCQoLRUR,First Day Out,2017-06-16,kodak black first day out
Kodak Black,198109.0,True,0bXFIF7iL17TYLyx8JHziM,Patty Cake,2017-03-31,kodak black patty cake
"Kodak Black, XXXTENTACION",213132.0,True,40oKW22ZNNkEdZLJTScaQI,Roll In Peace (feat. XXXTENTACION),2017-08-18,kodak black roll in peace
Kodak Black,169344.0,True,1WIZiOuNO3woKfdlSK2gNn,Transportin',2017-08-18,kodak black transportin'
Kodak Black,268186.0,True,4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel Vision,2017-03-31,kodak black tunnel vision
Kris Wu,228661.0,False,4caEPudXQ1xDd1garjHPFv,Like That,2018-05-18,kris wu like that
"Kygo, Imagine Dragons",193320.0,False,0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,2018-06-15,kygo born to be yours
"Kygo, Ellie Goulding",193511.0,False,2Gl0FzuLxflY6nPifJp5Dr,First Time,2017-04-28,kygo first time
LANCO,222573.0,False,2yQZwi1P8AkkxxFhQ8rMEK,Greatest Love Story,2018-01-19,lanco greatest love story
Lady Antebellum,181000.0,False,1dFLowBW25EaL2OC7eKEa2,You Look Good,2017-06-09,lady antebellum you look good
Lady Gaga,294573.0,True,5P5cGNzqh6A353N3ShDK6Y,Bad Romance,2009,lady gaga bad romance
Lady Gaga,205280.0,False,7dZ1Odmx9jWIweQSatnRqo,Million Reasons,2016-10-21,lady gaga million reasons
Lady Gaga,211363.0,False,34oB5r0lcN3fYWCs2uA1k5,The Cure,2017-04-16,lady gaga the cure
Lana Del Rey,272742.0,False,2Kerz9H9IejzeIpjhDJoYG,Love,2017-07-21,lana del rey love
Lana Del Rey,272742.0,False,2Kerz9H9IejzeIpjhDJoYG,Love,2017-07-21,lana del rey lust for life
Lauren Alaina,216266.0,False,4nxgA1nvXvTkmsBY0vJV57,Road Less Traveled,2017-01-27,lauren alaina road less traveled
Lauren Duski,187823.0,False,4xTNksNuXORn62bGXsGZXd,Deja Vu - The Voice Performance,2017-05-24,lauren duski deja vu
Lauren Duski,212757.0,False,6cl1vl6OU6RLr1C56wOn21,Ghost In This House - The Voice Performance,2017-05-24,lauren duski ghost in this house
Lauren Duski,210732.0,False,1HQtmjBwA4257dxNTvG5Rt,The Dance - The Voice Performance,2017-05-24,lauren duski the dance
Lauv,197436.0,False,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,2017-05-19,lauv i like me better
Lee Brice,198973.0,False,7A8OfzqXBHYGk61FZTHoeo,Boy,2017-11-03,lee brice boy
Liam Payne,188346.0,False,1OG4nxGMy72EklX2DwcN3Z,Bedroom Floor,2017-10-20,liam payne bedroom floor
"Liam Payne, Rita Ora",244600.0,False,1YQPmgqj0dhqOcrkfuHHKj,For You (Fifty Shades Freed),2018-11-23,liam payne for you (fifty shades freed)
"Liam Payne, Quavo",204502.0,False,4Ro98RCK90oHqqSZUnTFq5,Strip That Down,2017-05-18,liam payne strip that down
"Lil Baby, Gunna, Lil Uzi Vert",247054.0,True,2bSk87AVkCIIC3Bcligq1z,Life Goes On,2018-05-18,lil baby life goes on
"Quality Control, Lil Baby, Kodak Black, Quavo, Moneybagg Yo",317701.0,True,49K3jbwZmZKaDGTfjpIVg0,My Dawg,2017-12-08,lil baby my dawg
Lil Baby,173437.0,True,5lf3ajySox32qFvGEf2TFM,Southside,2018-05-18,lil baby southside
"Lil Baby, Drake",142273.0,True,6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,2018-05-18,lil baby yes indeed
"Lil Dicky, Chris Brown",216631.0,True,10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),2018-03-15,lil dicky freaky friday
"Lil Peep, Lil Tracy",214426.0,True,7Hr2XoaGpIMKbNXCZDZ3le,Awful Things,2017-08-15,lil peep awful things
Lil Pump,181714.0,True,44KKhCyI0BGS6LvVyDqJtH,Esskeetit,2018-04-13,lil pump esskeetit
Lil Pump,124055.0,True,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,2017-10-06,lil pump gucci gang
"Lil Skies, Yung Pinch",211200.0,True,5Cg98kiDYtCEHmjcKD0CJD,I Know You (feat. Yung Pinch),2018-05-31,lil skies i know you
Lil Skies,156000.0,True,7oJrVhiTPZGBXWPwhxjy9S,Lust,2017-12-12,lil skies lust
"Lil Skies, Landon Cube",203907.0,True,689uBlyIufk2LUhAwjny4w,Nowadays (feat. Landon Cube),2017-12-20,lil skies nowadays
"Lil Skies, Landon Cube",262544.0,True,3ZhTT6yjZwpPph5MIJ53XY,Red Roses (feat. Landon Cube),2017-12-12,lil skies red roses
Lil Uzi Vert,247347.0,True,1QgTBfRN5m81a5K01qens6,444+222,2017-08-25,lil uzi vert 444+222
Lil Uzi Vert,173419.0,True,2ZdCrBA52bb4pIG3tOOZiQ,Dark Queen,2017-08-25,lil uzi vert dark queen
Lil Uzi Vert,177048.0,True,3tcoEYOZUHKB3RKNByIN13,For Real,2017-08-25,lil uzi vert for real
"Lil Uzi Vert, Pharrell Williams",258789.0,True,1MJErNPIQUoEMu4YUUmecm,Neon Guts (feat. Pharrell Williams),2017-08-25,lil uzi vert neon guts
Lil Uzi Vert,189229.0,True,0QV16pno66L6K3fn4W13b7,No Sleep Leak,2017-08-25,lil uzi vert no sleep leak
Lil Uzi Vert,207038.0,True,1uL78kFWxhz3umTMWJu8n5,Sauce It Up,2017-08-25,lil uzi vert sauce it up
"Lil Uzi Vert, Oh Wonder",221746.0,True,2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),2017-08-25,lil uzi vert the way life goes
Lil Uzi Vert,182706.0,True,7GX5flRQZVHRAGd6B4TmDO,XO TOUR Llif3,2017-08-25,lil uzi vert two
"Lil Uzi Vert, The Weeknd",190355.0,True,5O8x1YlmLQopQHErxtDfi9,UnFazed (feat. The Weeknd),2017-08-25,lil uzi vert unfazed
Lil Uzi Vert,173797.0,True,5tRmoZRoupvMYPV1oezFrH,X,2017-08-25,lil uzi vert x
Lil Uzi Vert,182706.0,True,7GX5flRQZVHRAGd6B4TmDO,XO TOUR Llif3,2017-08-25,lil uzi vert xo tour llif3
Lil Xan,187173.0,True,4vaxvNDaLSoD36iZX515ug,Betrayed,2018-04-06,lil xan betrayed
"Lil Yachty, Trippie Redd",153474.0,True,6tarvNiKnEjYMj1VZhlDqR,66,2018-03-09,lil yachty 66
"Lil Yachty, Ugly God",229525.0,True,2PsZsnqSMXt4oKi0xHVvgF,BOOM!,2018-03-09,lil yachty boom!
"Lil Yachty, YoungBoy Never Broke Again",139845.0,True,6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,2018-03-09,lil yachty nbayoungboat
"Lil Yachty, Migos",247612.0,True,1iTWoKAdilGEmit6xhQZje,Peek A Boo,2017-04-13,lil yachty peek a boo
"Lin-Manuel Miranda, Alex Lacamoire, Ana Villafañe, Anthony Ramos, Camila Cabello, Dessa, Ednita Nazario, Fat Joe, Gilberto Santa Rosa, Gina Rodriguez, Gloria Estefan, Jennifer Lopez, Joell Ortiz, John Leguizamo, Juan Luis Guerra 4.40, Luis Fonsi, Marc Anthony, Pj Sin Suela, Pedro Capó, Rita Moreno, Rubén Blades, Tommy Torres",200457.0,False,3dskm5fAe8OkBtM9E0VVWx,Almost Like Praying (feat. Artists for Puerto Rico),2017-10-06,lin-manuel miranda almost like praying
"Ben Platt, Lin-Manuel Miranda",179242.0,False,0ileL1L3Vtpf5VZ5RQZ94m,Found/Tonight,2018-03-19,lin-manuel miranda found / tonight
"Linkin Park, Kiiara",169800.0,True,104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),2017-05-19,linkin park heavy
Linkin Park,216933.0,False,60a0Rd6pjrkxjPbaKzXjfq,In The End,2000-10-24,linkin park in the end
Linkin Park,185586.0,False,2nLtzopw4rPReszdYBJU6h,Numb,2003-03-24,linkin park numb
Little Big Town,260933.0,False,0jMikeoKkkSOby4ofddqYs,Better Man,2016-10-20,little big town better man
"Logic, Alessia Cara, Khalid",250173.0,True,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,2017-05-05,logic 1-800-273-8255
Logic,188600.0,True,3e7Y6sfFlIdBMJhX7wpqVO,44 More,2018-03-09,logic 44 more
"Logic, Damian Lemar Hudson",331266.0,True,7BKUWh5sdtdS17crohRe4L,Black SpiderMan,2017-05-05,logic black spiderman
Logic,221360.0,True,4fZxGiES1FKbNqJPrI4L3s,BoomTrap Protocol,2018-03-09,logic boomtrap protocol
Logic,217146.0,True,7u90MSvVyEjL0c8icaE7jl,Contra,2018-03-09,logic contra
"Logic, Alessia Cara, Khalid",250173.0,True,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,2017-05-05,logic everybody
"Logic, Marshmello",204746.0,True,4EAV2cKiqKP5UPZmY6dejk,Everyday,2018-03-09,logic everyday
"Logic, Wiz Khalifa",260320.0,True,0jqBo5RYn008f4ZY8kPewW,Indica Badu,2018-03-09,logic indica badu
Logic,241426.0,True,1GtVGc1UYin3zpMUdNSSpM,Midnight,2018-03-09,logic midnight
Logic,217560.0,True,3s3VVLE1kB7Xk2AoJKlGmr,Overnight,2018-03-09,logic overnight
"Logic, Young Sinatra",240093.0,True,3W4JFzOQdo5J2Wgt9DFg24,Warm It Up,2018-03-09,logic warm it up
"Logic, Big Sean",219480.0,True,5KVciTEfXvpcFHR3RFbtJy,Wassup,2018-03-09,logic wassup
Logic,173693.0,True,0D5CXSUx8GOCHSY8KWgi9h,Yuck,2018-03-09,logic yuck
Lord Huron,208226.0,False,0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,2015-04-07,lord huron the night we met
Lorde,234652.0,False,6ie2Bw3xLj2JcGowOlcMhb,Green Light,2017-06-16,lorde green light
"Lorde, Khalid, Post Malone, SZA",214254.0,True,5u64RlrnvvbtNh6R0EMh6o,Homemade Dynamite - REMIX,2017-11-10,lorde homemade dynamite
Lorde,171727.0,False,6Kkt27YmFyIFrcX3QXFi2o,Liability,2017-06-16,lorde liability
Loren Allred,207786.0,False,0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,2017-12-08,loren allred never enough
"Louis Tomlinson, Bebe Rexha, Digital Farm Animals",190427.0,True,7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),2017-07-21,louis tomlinson back to you
"Luis Fonsi, Daddy Yankee, Justin Bieber",228826.0,False,6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,2017-04-17,luis fonsi despacito
"Luis Fonsi, Demi Lovato",173720.0,False,2hl6q70unbviGo3g1R7uFx,Échame La Culpa,2017-11-17,luis fonsi echame la culpa
Luke Bryan,206213.0,False,2gYiCTytrSRtuaHP1Nac6u,Fast,2015-08-07,luke bryan fast
Luke Bryan,177305.0,False,5w3NgfV8v1nNZFLUBlGHIL,Light It Up,2017-12-08,luke bryan light it up
Luke Bryan,221800.0,False,79LAFAkR1ATb4iIQvZuCL0,Most People Are Good,2017-12-08,luke bryan most people are good
Luke Bryan,216093.0,False,53yTYusPQJ1AApL1hi0Dnc,"Sunrise, Sunburn, Sunset",2017-12-08,"luke bryan sunrise, sunburn, sunset"
Luke Combs,193200.0,False,2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,2018-06-01,luke combs beautiful crazy
Luke Combs,222533.0,False,6xHI9KjUjYT0FPtGO8Mxa1,Hurricane,2017-06-02,luke combs hurricane
Luke Combs,198880.0,False,6ojicjDYUUoeE1tdSvfFo4,Must've Never Met You,2018-06-01,luke combs must've never met you
Luke Combs,221800.0,False,4gB7HrYHbJVJ5RFOjxmoq4,One Number Away,2017-06-02,luke combs one number away
Luke Combs,240760.0,False,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,2017-06-02,luke combs when it rains it pours
MAX,223846.0,False,5A6BJLZArq1MPjsnmcuk5f,Lights Down Low,2016-04-08,max lights down low
"Machine Gun Kelly, Hailee Steinfeld",199973.0,False,77lGafvlU68CeHgB2pkHC9,At My Best (feat. Hailee Steinfeld),2017-05-12,machine gun kelly at my best
Jason Gordon,243597.0,False,3XjqLgDutxuGWZlZU1yisE,Bad Things - (Machine Gun Kelly x Camila Cabello x Cover Version),2017-01-25,machine gun kelly x camila cabello bad things
"Machine Gun Kelly, X Ambassadors, Bebe Rexha",202804.0,False,0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2017-11-18,"machine gun kelly, x ambassadors home"
"Macklemore, Skylar Grey",220454.0,True,0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),2017-09-22,macklemore glorious
"Macklemore, Kesha",240506.0,False,2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),2017-09-22,macklemore good old days
"Major Lazer, Travis Scott, Camila Cabello, Quavo",225849.0,False,6BKeNWeUqxmvQ09Gxd3ZGX,Know No Better,2017-06-01,major lazer know no better
"Major Lazer, PARTYNEXTDOOR, Nicki Minaj",203180.0,True,0SujigeT7cxuxBfhN3eOcp,Run Up,2017-01-26,major lazer run up
Maluma,230000.0,False,1RouRzlg8OKFeqc6LvdxmB,Felices los 4,2018-05-18,maluma felices los 4
Maren Morris,211767.0,False,58spuRyMUsjKHQHEGwLC99,80s Mercedes,2017-03-17,maren morris 80s mercedes
"Maren Morris, Vince Gill",220387.0,False,7zOoHxDt1duHL8czY7o7ab,Dear Hate,2017-10-03,maren morris dear hate
Maren Morris,196421.0,False,09iyGiljLWRYXdRazFkdtJ,I Could Use a Love Song,2017-03-17,maren morris i could use a love song
Mariah Carey,241106.0,False,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,1994,mariah carey all i want for christmas is you
Mariah Carey,288826.0,False,1hFtJ5rV3aAm58ErijHdFO,I Don't Wanna Cry,1990-06-12,mariah carey i don't
Marian Hill,197773.0,False,5eCkuGPZNl4mISFNPgr3Dd,Down,2016-06-24,marian hill down
"Maroon 5, Future",234308.0,True,7gwLQ4tZ5UdZ7qNcDyJ8wr,Cold (feat. Future),2018-06-15,maroon 5 cold
"Maroon 5, Kendrick Lamar",214265.0,False,1nueTG77MzNkJTKQ0ZdGzT,Don't Wanna Know (feat. Kendrick Lamar),2018-06-15,maroon 5 don't wanna know
"Maroon 5, Cardi B",235545.0,True,6FRLCMO5TUHTexlWo8ym1W,Girls Like You (feat. Cardi B),2018-05-30,maroon 5 girls like you
Maroon 5,190642.0,False,6AvfZXpbb6r35DfF7gHPRq,Wait,2018-06-15,maroon 5 wait
"Maroon 5, SZA",199849.0,False,2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA),2018-06-15,maroon 5 what lovers do
Marshmello,273802.0,False,12mGwph2YzDIlChtq3EdXP,Alone,2016-05-13,marshmello alone
"Marshmello, Anne-Marie",202620.0,True,08bNPGLD8AhKpnnERrAc6G,FRIENDS,2018-02-09,marshmello friends
"Marshmello, Khalid",180822.0,False,7vGuf3Y35N4wmASOKLUVVU,Silence,2017-08-11,marshmello silence
"Martin Garrix, Khalid",216419.0,False,3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),2018-06-15,martin garrix ocean
"Martin Garrix, Dua Lipa",220883.0,False,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,2017-01-27,martin garrix scared to be lonely
Mason Ramsey,192520.0,False,1lasE4yXQmZ5mwWdGQGn8E,Famous,2018-07-20,mason ramsey famous
Meek Mill,282666.0,True,7sLDnUauivS2vN6Z9EfUJT,1942 Flows,2017-07-21,meek mill 1942 flows
"Meek Mill, Lil Uzi Vert",257853.0,False,7KmguHS8eVmZOpdpg0gnv2,F**k That Check Up (feat. Lil Uzi Vert),2017-07-21,meek mill f**k that check up
Meek Mill,250466.0,True,1QiwdLAzAnzmiwvoGMXM7b,Heavy Heart,2017-08-04,meek mill heavy heart
Meek Mill,211684.0,True,1GOuHB20lqVyxv3GdxovPY,Issues,2017-07-21,meek mill issues
"Meek Mill, Young Thug",227956.0,True,4iDtAYDLJWM2TrTERKPvFq,We Ball (feat. Young Thug),2017-08-04,meek mill we ball
"Meek Mill, Chris Brown, Ty Dolla $ign",205373.0,True,6yMxfx9wpiuhhdb8vHDVMu,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),2017-07-21,meek mill whatever you need
"Meek Mill, Chris Brown, Ty Dolla $ign",205373.0,True,6yMxfx9wpiuhhdb8vHDVMu,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),2017-07-21,meek mill wins & losses
Meghan Trainor,152862.0,False,7fCNUWi6uflDTQ08srxMZk,NO EXCUSES,2018-03-01,meghan trainor no excuses
"Metro Boomin, Offset, Drake",261733.0,True,6kig1UFggPUyZBCvXD3Wod,No Complaints,2017-06-23,metro boomin no complaints
Michael Ray,176986.0,False,4JjIIBNoho0V2gZjH4nEzR,Think A Little Less,2015-08-07,michael ray think a little less
Midland,220800.0,False,1vBpwxsLVwaR4evBIaFmqD,Drinkin' Problem,2017-09-22,midland drinkin' problem
Migos,287992.0,True,4Kw3CztmD15X1QGDnnHmLD,Auto Pilot,2018-01-26,migos auto pilot
"Migos, 21 Savage",251858.0,True,4BHzHISX21PYwGXiBEUQ70,BBO (Bad Bitches Only),2018-01-26,migos bbo (bad bitches only)
"Migos, Lil Uzi Vert",343150.0,True,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),2017-01-27,migos bad and boujee
"Migos, Gucci Mane",259340.0,True,35ffVv9x4mtzBh5rF1K9sP,CC,2018-01-26,migos cc
Migos,232705.0,True,0jOfl1nZf6sVBTG08Q4brn,Call Casting,2017-01-27,migos call casting
"Migos, Drake",276147.0,True,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,2018-01-26,migos culture
"Migos, Marshmello",214586.0,True,0nhVrTiCGiGRCoZOJiWzm1,Danger (with Migos & Marshmello),2017-12-08,migos danger
Migos,315185.0,True,0G9rmRmQDFk9O2tzZLyRkc,Emoji A Chain,2018-01-26,migos emoji a chain
Migos,181318.0,True,6RKkHI2fkmgZq7uQPPav8f,Gang Gang,2018-01-26,migos gang gang
Migos,257545.0,True,76Y0gxtTxN0FyDCYh5qYQj,Get Right Witcha,2017-01-27,migos get right witcha
Migos,255849.0,True,43dOwOq0mB4i6j4SpcSkqC,Higher We Go - Intro,2018-01-26,migos higher we go (intro)
"Migos, Travis Scott",363934.0,True,204U3zjm9kkzX25Pr4Rdld,Kelly Price (feat. Travis Scott),2017-01-27,migos kelly price
Migos,255378.0,True,0wbnC9AUenxp613TYaJsGK,Narcos,2018-01-26,migos narcos
"Migos, Post Malone",233880.0,True,3OnOomd79OjqSYHchCQ6ht,Notice Me,2018-01-26,migos notice me
"Migos, Gucci Mane",304041.0,True,6p8NuHm8uCGnn2Dtbtf7zE,Slippery (feat. Gucci Mane),2017-01-27,migos slippery
Migos,190288.0,True,2UVbBKQOdFAekPTRsnkzcf,Stir Fry,2018-01-26,migos stir fry
Migos,293137.0,True,7yt6eiZQCkVFEzwGp4Pbor,Supastars,2018-01-26,migos supastars
Migos,242407.0,True,7KOlJ92bu51cltsD9KU5I7,T-Shirt,2017-01-27,migos t-shirt
"Migos, Drake",276147.0,True,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,2018-01-26,migos walk it talk it
"Migos, Travis Scott, Ty Dolla $ign, Big Sean",202834.0,True,2KokOIKdw4zZutDil85Ugh,White Sand,2018-01-26,migos white sand
"Migos, Nicki Minaj, Cardi B",303076.0,True,4wFjTWCunQFKtukqrNijEt,MotorSport,2018-01-26,"migos, nicki minaj motorsport"
"Miguel, Travis Scott",259333.0,True,5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),2017-12-01,miguel sky walker
Miley Cyrus,231906.0,False,1UZOjK1BwmwWU14Erba9CZ,Malibu,2017-09-29,miley cyrus malibu
Miley Cyrus,231906.0,False,1UZOjK1BwmwWU14Erba9CZ,Malibu,2017-09-29,miley cyrus younger now
Miranda Lambert,259279.0,False,4ckQIgBy1gVeevf7UAereE,Tin Man,2016-11-18,miranda lambert tin man
"Missy Elliott, Lamb",213120.0,True,2Kf9fwIOwZwd6Aw7OxfkF0,I'm Better (feat. Lamb),2017-01-27,missy elliott i'm better
Morgan Evans,213183.0,False,4f3fb3alVLFc8Ga4ncpg7x,Kiss Somebody,2018-10-12,morgan evans kiss somebody
"Morgan Wallen, Florida Georgia Line",198120.0,False,3EWMoDIm6lzuR0zQKtuCJX,Up Down (feat. Florida Georgia Line),2018-04-27,morgan wallen up down
"N.E.R.D, Rihanna, Pharrell Williams",219706.0,True,4PpuH4mxL0rD35mOWaLoKS,Lemon,2017-12-15,n*e*r*d lemon
"NAV, Travis Scott",195053.0,True,6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),2018-05-18,nav champion
"NAV, Lil Uzi Vert",228080.0,True,790MhTXPFrYkrqCKvpg4t1,Wanted You (feat. Lil Uzi Vert),2017-11-03,nav wanted you
NF,212120.0,False,52okn5MNA47tk87PeZJLEL,Let You Down,2017-10-06,nf let you down
NF,183826.0,False,7hdw5gAGMyyn9z0XgfTv1j,NO NAME,2018-01-19,nf no name
Nat King Cole,192160.0,False,4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),1962,nat king cole the christmas song (merry christmas to you)
Hit The Button Karaoke,231375.0,False,08Zs7WozVFhEKiD7yrHwYq,Criminal (Originally Performed by Natti Natasha X Ozuna) - Karaoke Instrumental Version,2018-02-15,natti natasha x ozuna criminal
Niall Horan,188174.0,False,2cOUlop2ZakjOKe4WinesN,Slow Hands,2017-10-20,niall horan slow hands
Niall Horan,232852.0,False,0qvzXomUDJVaUboy2wMfiS,This Town,2017-10-20,niall horan this town
Niall Horan,223043.0,True,39jXnbACjiaiTwwhsr5sY5,Too Much To Ask,2017-10-20,niall horan too much to ask
"Nick Jonas, Nicki Minaj",214760.0,False,4PxDHEEyHgYC6NUgqMtDFy,Bom Bidi Bom,2017-02-10,nick jonas bom bidi bom
Nicki Minaj,191699.0,True,2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,2018-04-12,nicki minaj barbie tingz
"Nicki Minaj, Ariana Grande",189533.0,True,3L4GsGLgxpHieVQH86H8bv,Bed (feat. Ariana Grande),2018-08-10,nicki minaj bed
"Nicki Minaj, Lil Wayne",295653.0,True,63NTlJWNS65JjsE3QJYr20,Changed It,2017-03-09,nicki minaj changed it
Nicki Minaj,191600.0,True,1e4rwBPVI32vZtTJu7mJ4J,Chun-Li,2018-08-10,nicki minaj chun-li
Nicki Minaj,229573.0,True,0j8zLbIueSkVqB3Tl6PsjA,Regret In Your Tears,2017-03-09,nicki minaj regret in your tears
"Nicki Minaj, Lil Wayne",192600.0,True,2D1MK9oaxy7axXggy3iVbp,Rich Sex (feat. Lil Wayne),2018-08-10,nicki minaj rich sex
"Nicki Minaj, Drake, Lil Wayne",272453.0,True,7KcGEssn7BnJdTgildK5y0,No Frauds,2017-03-10,"nicki minaj, drake no frauds"
Nicky Jam,219506.0,False,3umS4y3uQDkqekNjVpiRUs,El Amante,2017-01-20,nicky jam el amante
"Nicky Jam, J Balvin",173627.0,False,39N9RPD9MRb5WmoLzNzPeA,X,2018-03-02,nicky jam x j balvin x
"Noah Cyrus, Labrinth",242081.0,False,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),2016-11-15,noah cyrus make me (cry)
"Offset, Metro Boomin",147986.0,True,7LAhKXDNWwq3CmnFP3UIOP,Nightmare,2017-10-30,offset nightmare
"Offset, Metro Boomin",172800.0,True,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),2017-10-30,offset ric flair drip
Old Dominion,166573.0,False,33471tzU1VghDg9zNgGRpz,Hotel Key,2017-08-25,old dominion hotel key
Old Dominion,176893.0,False,0OlS52TmtK2gPaEtdmr7DN,No Such Thing as a Broken Heart,2017-08-25,old dominion no such thing as a broken heart
Old Dominion,184080.0,False,2A69wys3S9uiPSmn6UZWJn,Written in the Sand,2017-08-25,old dominion written in the sand
"Ozuna, Romeo Santos",258000.0,False,7uYgVgRSgqluZclLS7wpp4,El Farsante - Remix,2018-01-30,ozuna el farsante
